"Project: Harmful Algal Blooms"
"Calibrated: No"
"Requested start: 2008-06-30 15:00:00"
"Requested end: 2018-06-02 23:33:00"
"Request time: Sat,  2 Jun 2018 23:34:12 +0000"
"Other Notes: All times provided in UTC"

year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2012,09,17,17:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.611180 ,1.500000 ,1.500000 ,NaN,200.000000 ,0.000000 ,NaN,0.000000 ,0.893932 ,0.068716 ,25764.000000 ,0.000000 ,NaN,NaN,NaN,0.480133 ,623.000000 ,0.000000 ,0.000000 ,3.429920 ,NaN,22.000000 ,250.0000 
2012,09,18,17:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,14.721000 ,0.960000 ,0.960000 ,NaN,188.000000 ,0.000000 ,NaN,464.000000 ,0.282000 ,0.079000 ,NaN,NaN,0.440000 ,0.440000 ,NaN,0.452000 ,928.000000 ,4641.000000 ,4177.000000 ,4.114000 ,50.000000 ,17.000000 ,NaN
2012,09,19,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,1.220000 ,8.750000 ,8.820000 ,8.680000 ,250.000000 ,1690.000000 ,0.059437 ,NaN,0.150000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.690000 ,NaN,NaN,31250.000000 ,6.580000 ,NaN,14.400000 ,NaN
2012,09,19,16:40:00,36.603686,-121.889271,0.0,Monterey Wharf,183.000000 ,0.000000 ,NaN,15.370000 ,NaN,NaN,50.000000 ,916.000000 ,NaN,733.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183.000000 ,4032.000000 ,50399.000000 ,NaN,NaN,15.200000 ,NaN
2012,09,20,16:45:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.450000 ,1.390000 ,1.500000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.410000 ,0.390000 ,0.420000 ,NaN,NaN,NaN,NaN,NaN,NaN,20.000000 ,NaN
2012,09,20,23:40:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,0.58 ,5.98 ,6.32 ,5.64 ,200 ,534.0000 ,0.79 ,0 ,0.57 ,0.08 ,242297.0000 ,11208.0000 ,2.49 ,2.66 ,2.32 ,0.32 ,534.0000 ,0.0000 ,10674.0000 ,4.20 ,25 ,15.9 ,NaN
2012,09,24,15:15:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,2.077000 ,9.110000 ,9.110000 ,NaN,188.000000 ,4455.000000 ,0.000000 ,263594.000000 ,0.176000 ,0.103000 ,NaN,NaN,0.660000 ,0.660000 ,NaN,0.585000 ,53461.000000 ,0.000000 ,0.000000 ,7.545000 ,50.000000 ,18.000000 ,NaN
2012,09,24,16:20:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.120000 ,1.180000 ,1.160000 ,1.200000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.230000 ,0.050000 ,NaN,NaN,0.430000 ,0.420000 ,0.430000 ,0.320000 ,13600.000000 ,2000.000000 ,0.000000 ,2.960000 ,10.000000 ,20.600000 ,NaN
2012,09,24,16:50:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,33.700000 ,4.960000 ,4.830000 ,5.080000 ,200.000000 ,2600.000000 ,NaN,0.000000 ,0.900000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.210000 ,25998.000000 ,0.000000 ,0.000000 ,3.890000 ,25.000000 ,22.000000 ,NaN
2012,09,24,18:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.530930 ,0.300000 ,0.300000 ,NaN,200.000000 ,0.000000 ,NaN,224.000000 ,0.541521 ,0.333161 ,5111.000000 ,1110.000000 ,NaN,NaN,NaN,0.573877 ,2119.000000 ,0.000000 ,0.000000 ,3.283430 ,NaN,20.500000 ,250.0000 
2012,09,26,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,2.560000 ,7.380000 ,7.140000 ,7.630000 ,250.000000 ,2400.000000 ,0.007219 ,NaN,0.480000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.000000 ,NaN,NaN,0.000000 ,13.100000 ,NaN,14.700000 ,NaN
2012,09,26,16:25:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,9.610000 ,NaN,NaN,50.000000 ,190.000000 ,NaN,570.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,948.000000 ,14418.000000 ,NaN,NaN,14.400000 ,NaN
2012,09,27,16:15:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.430000 ,1.420000 ,1.440000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.580000 ,0.520000 ,0.640000 ,NaN,NaN,NaN,NaN,NaN,NaN,19.400000 ,NaN
2012,10,01,14:10:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.330000 ,0.170000 ,0.180000 ,0.150000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.240000 ,0.150000 ,NaN,NaN,NaN,NaN,NaN,0.220000 ,7800.000000 ,0.000000 ,0.000000 ,NaN,25.000000 ,19.000000 ,NaN
2012,10,01,16:20:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.615000 ,0.650000 ,0.650000 ,NaN,188.000000 ,0.000000 ,0.000000 ,464.000000 ,0.208000 ,0.092000 ,NaN,NaN,0.460000 ,0.460000 ,NaN,0.364000 ,232.000000 ,1624.000000 ,5337.000000 ,4.234000 ,50.000000 ,18.000000 ,NaN
2012,10,01,17:30:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.200000 ,2.200000 ,2.140000 ,2.250000 ,200.000000 ,0.000000 ,NaN,800.000000 ,0.040000 ,0.090000 ,NaN,NaN,0.430000 ,0.430000 ,0.430000 ,0.290000 ,14800.000000 ,6400.000000 ,0.000000 ,3.250000 ,10.000000 ,20.400000 ,NaN
2012,10,02,17:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,8.125330 ,NaN,NaN,NaN,200.000000 ,0.000000 ,NaN,0.000000 ,0.865407 ,0.165544 ,2244.000000 ,497.000000 ,NaN,NaN,NaN,0.450372 ,748.000000 ,0.000000 ,0.000000 ,5.172580 ,NaN,22.000000 ,250.0000 
2012,10,03,16:00:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,40.000000 ,2.080000 ,6.420000 ,6.230000 ,6.610000 ,250.000000 ,NaN,0.000000 ,NaN,0.240000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.920000 ,NaN,NaN,0.000000 ,13.660000 ,NaN,15.700000 ,NaN
2012,10,03,16:34:00,36.603686,-121.889271,0.0,Monterey Wharf,200.000000 ,0.000000 ,NaN,14.880000 ,NaN,NaN,50.000000 ,2186.000000 ,NaN,6195.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1822.000000 ,0.000000 ,0.000000 ,NaN,NaN,16.100000 ,NaN
2012,10,04,16:15:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.390000 ,1.390000 ,1.380000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.490000 ,0.480000 ,0.500000 ,NaN,NaN,NaN,NaN,NaN,NaN,20.100000 ,NaN
2012,10,04,16:50:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.390000 ,1.390000 ,1.380000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.490000 ,0.480000 ,0.500000 ,NaN,NaN,NaN,NaN,NaN,NaN,20.100000 ,NaN
2012,10,05,00:20:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,1.25 ,4.32 ,4.32 ,4.32 ,200 ,534.0000 ,NaN,0 ,1.11 ,0.26 ,0.0000 ,6938.0000 ,1.62 ,1.60 ,1.64 ,0.71 ,534.0000 ,0.0000 ,0.0000 ,13.51 ,25 ,15.8 ,NaN
2012,10,08,14:00:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.340000 ,0.410000 ,0.290000 ,0.520000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.250000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.160000 ,12999.000000 ,10399.000000 ,0.000000 ,NaN,25.000000 ,21.000000 ,NaN
2012,10,08,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,0.745000 ,0.700000 ,0.700000 ,NaN,188.000000 ,0.000000 ,0.000000 ,1392.000000 ,NaN,0.011000 ,NaN,NaN,0.280000 ,0.280000 ,NaN,0.243000 ,1624.000000 ,0.000000 ,464.000000 ,2.927000 ,50.000000 ,18.000000 ,NaN
2012,10,08,17:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.890000 ,0.960000 ,0.970000 ,0.950000 ,200.000000 ,0.000000 ,NaN,1600.000000 ,0.110000 ,0.050000 ,NaN,NaN,0.430000 ,0.430000 ,0.420000 ,0.310000 ,4800.000000 ,4400.000000 ,0.000000 ,3.270000 ,10.000000 ,19.500000 ,NaN
2012,10,08,18:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,10.408900 ,0.700000 ,0.700000 ,NaN,200.000000 ,0.000000 ,NaN,6919.000000 ,0.544960 ,0.640851 ,1309.000000 ,1870.000000 ,NaN,NaN,NaN,0.500430 ,2805.000000 ,0.000000 ,0.000000 ,3.958010 ,NaN,20.000000 ,250.0000 
2012,10,10,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,0.760000 ,11.650000 ,11.690000 ,11.620000 ,250.000000 ,NaN,0.060575 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.730000 ,NaN,NaN,0.000000 ,15.010000 ,NaN,15.000000 ,NaN
2012,10,10,16:35:00,36.603686,-121.889271,0.0,Monterey Wharf,100.000000 ,0.000000 ,NaN,7.810000 ,NaN,NaN,50.000000 ,190.000000 ,NaN,772.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385.000000 ,0.000000 ,0.000000 ,NaN,NaN,16.550000 ,NaN
2012,10,11,16:35:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.750000 ,1.710000 ,1.790000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.480000 ,0.420000 ,0.540000 ,NaN,NaN,NaN,NaN,NaN,NaN,20.000000 ,NaN
2012,10,15,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,2.065000 ,1.550000 ,1.550000 ,NaN,188.000000 ,0.000000 ,0.000000 ,1392.000000 ,0.355000 ,0.128000 ,NaN,NaN,0.690000 ,0.690000 ,NaN,0.543000 ,1624.000000 ,0.000000 ,464.000000 ,5.052000 ,50.000000 ,18.000000 ,NaN
2012,10,15,16:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,11.265100 ,0.600000 ,0.600000 ,NaN,200.000000 ,0.000000 ,NaN,10098.000000 ,0.854777 ,1.058320 ,374.000000 ,748.000000 ,NaN,NaN,NaN,0.526383 ,2992.000000 ,0.000000 ,0.000000 ,5.167480 ,NaN,19.500000 ,250.0000 
2012,10,15,16:30:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.730000 ,1.550000 ,1.530000 ,1.560000 ,200.000000 ,0.000000 ,NaN,1600.000000 ,0.030000 ,0.040000 ,NaN,NaN,0.610000 ,0.590000 ,0.620000 ,0.290000 ,8800.000000 ,2400.000000 ,0.000000 ,3.190000 ,10.000000 ,18.900000 ,NaN
2012,10,17,15:00:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,4.120000 ,2.570000 ,2.280000 ,2.860000 ,250.000000 ,NaN,0.000000 ,NaN,0.820000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.190000 ,NaN,NaN,0.000000 ,13.780000 ,NaN,15.600000 ,NaN
2012,10,17,16:32:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,11.190000 ,NaN,NaN,50.000000 ,424.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.000000 ,0.000000 ,100.000000 ,NaN,NaN,16.100000 ,NaN
2012,10,18,16:15:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.320000 ,1.290000 ,1.350000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.990000 ,0.990000 ,0.990000 ,NaN,NaN,NaN,NaN,NaN,NaN,18.500000 ,NaN
2012,10,19,23:40:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,0.88 ,3.26 ,3.68 ,2.84 ,200 ,0.0000 ,4.42 ,0 ,2.48 ,0.20 ,3736.0000 ,534.0000 ,0.99 ,1.12 ,0.86 ,0.64 ,0.0000 ,3202.0000 ,39493.0000 ,4.23 ,25 ,17.0 ,NaN
2012,10,22,15:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,0.689000 ,1.700000 ,1.700000 ,NaN,188.000000 ,0.000000 ,0.000000 ,4641.000000 ,NaN,0.045000 ,NaN,NaN,0.520000 ,0.520000 ,NaN,0.357000 ,5801.000000 ,928.000000 ,0.000000 ,5.024000 ,50.000000 ,18.000000 ,NaN
2012,10,22,16:35:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.340000 ,1.070000 ,1.050000 ,1.080000 ,200.000000 ,400.000000 ,NaN,0.000000 ,0.100000 ,0.040000 ,NaN,NaN,0.600000 ,0.580000 ,0.610000 ,0.300000 ,2400.000000 ,4000.000000 ,0.000000 ,3.010000 ,10.000000 ,19.500000 ,NaN
2012,10,22,17:20:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,0.970000 ,0.690000 ,0.960000 ,0.430000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.250000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.240000 ,0.000000 ,0.000000 ,0.000000 ,NaN,25.000000 ,NaN,NaN
2012,10,22,21:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,3.092540 ,0.200000 ,0.200000 ,NaN,200.000000 ,0.000000 ,NaN,935.000000 ,1.757370 ,1.209790 ,2618.000000 ,187.000000 ,NaN,NaN,NaN,0.610953 ,1683.000000 ,0.000000 ,0.000000 ,11.401900 ,NaN,20.000000 ,250.0000 
2012,10,24,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,4.300000 ,3.120000 ,3.060000 ,3.170000 ,250.000000 ,0.000000 ,0.026463 ,NaN,0.250000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.310000 ,NaN,NaN,0.000000 ,19.380000 ,NaN,14.200000 ,NaN
2012,10,24,16:50:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,4.330000 ,NaN,NaN,50.000000 ,358.000000 ,NaN,716.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179.000000 ,0.000000 ,716.000000 ,NaN,NaN,14.050000 ,NaN
2012,10,25,16:50:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.620000 ,1.620000 ,1.620000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.060000 ,1.030000 ,1.090000 ,NaN,NaN,NaN,NaN,NaN,NaN,18.400000 ,NaN
2012,10,28,18:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,3.511600 ,3.600000 ,3.600000 ,NaN,200.000000 ,374.000000 ,NaN,30668.000000 ,0.799815 ,0.578072 ,8228.000000 ,9724.000000 ,NaN,NaN,NaN,0.470372 ,8976.000000 ,748.000000 ,7480.000000 ,5.287820 ,NaN,16.000000 ,250.0000 
2012,10,29,15:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.487000 ,0.560000 ,0.560000 ,NaN,188.000000 ,0.000000 ,0.000000 ,200.000000 ,0.331000 ,0.046000 ,NaN,NaN,0.250000 ,0.250000 ,NaN,0.380000 ,0.000000 ,3600.000000 ,1480.000000 ,3.353000 ,50.000000 ,17.000000 ,NaN
2012,10,29,16:20:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,0.510000 ,1.230000 ,1.220000 ,1.230000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.150000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.320000 ,0.000000 ,12999.000000 ,0.000000 ,2.520000 ,25.000000 ,17.500000 ,NaN
2012,10,29,16:45:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.280000 ,1.320000 ,1.290000 ,1.340000 ,200.000000 ,0.000000 ,NaN,400.000000 ,0.080000 ,0.060000 ,NaN,NaN,0.600000 ,0.590000 ,0.600000 ,0.280000 ,12000.000000 ,12400.000000 ,0.000000 ,3.550000 ,10.000000 ,18.700000 ,NaN
2012,10,31,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,2.310000 ,3.390000 ,3.300000 ,3.490000 ,250.000000 ,0.000000 ,0.109445 ,NaN,0.470000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.200000 ,NaN,NaN,14950.000000 ,22.960000 ,NaN,14.500000 ,NaN
2012,10,31,16:35:00,36.603686,-121.889271,0.0,Monterey Wharf,100.000000 ,0.000000 ,NaN,8.760000 ,NaN,NaN,50.000000 ,183.000000 ,NaN,100.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,308.000000 ,61270.000000 ,NaN,NaN,14.850000 ,NaN
2012,11,01,17:25:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.080000 ,1.070000 ,1.080000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.540000 ,0.510000 ,0.560000 ,NaN,NaN,NaN,NaN,NaN,NaN,18.700000 ,NaN
2012,11,02,23:15:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,1.38 ,2.21 ,2.18 ,2.24 ,200 ,0.0000 ,NaN,0 ,3.02 ,0.26 ,3202.0000 ,2135.0000 ,1.13 ,1.04 ,1.22 ,0.78 ,0.0000 ,0.0000 ,534.0000 ,8.45 ,25 ,15.0 ,NaN
2012,11,05,15:15:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,0.310000 ,0.290000 ,0.280000 ,0.300000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.150000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.320000 ,0.000000 ,46797.000000 ,18199.000000 ,2.530000 ,25.000000 ,17.500000 ,NaN
2012,11,05,16:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,2.662000 ,1.140000 ,1.140000 ,NaN,188.000000 ,232.000000 ,0.000000 ,6961.000000 ,0.504000 ,0.166000 ,NaN,NaN,0.840000 ,0.840000 ,NaN,0.677000 ,1856.000000 ,17867.000000 ,1624.000000 ,5.506000 ,50.000000 ,15.000000 ,NaN
2012,11,05,18:20:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.650000 ,1.100000 ,1.090000 ,1.110000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.230000 ,0.030000 ,NaN,NaN,0.600000 ,0.580000 ,0.610000 ,0.310000 ,1200.000000 ,6800.000000 ,0.000000 ,3.490000 ,10.000000 ,17.800000 ,NaN
2012,11,05,19:59:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,1.539640 ,0.400000 ,0.400000 ,NaN,200.000000 ,0.000000 ,NaN,2618.000000 ,1.004740 ,0.122669 ,1870.000000 ,3366.000000 ,NaN,NaN,NaN,0.553964 ,374.000000 ,0.000000 ,0.000000 ,3.492080 ,NaN,17.000000 ,250.0000 
2012,11,07,16:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,3.100000 ,3.840000 ,3.640000 ,4.050000 ,250.000000 ,NaN,0.015739 ,NaN,2.250000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.400000 ,NaN,NaN,0.000000 ,14.700000 ,NaN,14.500000 ,NaN
2012,11,07,17:23:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,9.590000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,193.000000 ,772.000000 ,61540.000000 ,NaN,NaN,15.100000 ,NaN
2012,11,08,19:00:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,0.980000 ,0.980000 ,0.980000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.500000 ,0.500000 ,0.490000 ,NaN,NaN,NaN,NaN,NaN,NaN,18.400000 ,NaN
2012,11,12,15:45:00,33.6061,-117.9311,0.0,Newport Pier,2600.000000 ,0.000000 ,0.310000 ,0.920000 ,1.020000 ,0.810000 ,200.000000 ,2600.000000 ,NaN,0.000000 ,1.610000 ,0.300000 ,NaN,NaN,NaN,NaN,NaN,0.340000 ,5200.000000 ,85795.000000 ,10399.000000 ,4.710000 ,25.000000 ,14.000000 ,NaN
2012,11,12,18:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,4.003880 ,3.200000 ,3.200000 ,NaN,200.000000 ,0.000000 ,0.061000 ,0.000000 ,2.930390 ,0.326819 ,26928.000000 ,748.000000 ,NaN,NaN,NaN,0.744162 ,0.000000 ,13090.000000 ,16456.000000 ,5.985360 ,NaN,15.000000 ,250.0000 
2012,11,12,18:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,88.776000 ,0.330000 ,0.330000 ,NaN,188.000000 ,0.000000 ,0.000000 ,160.000000 ,6.654000 ,0.455000 ,NaN,NaN,0.470000 ,0.470000 ,NaN,0.965000 ,40.000000 ,5600.000000 ,80.000000 ,10.548000 ,50.000000 ,14.000000 ,NaN
2012,11,13,20:55:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.640000 ,1.910000 ,1.910000 ,1.900000 ,200.000000 ,800.000000 ,NaN,800.000000 ,0.180000 ,0.100000 ,NaN,NaN,1.030000 ,1.040000 ,1.020000 ,0.340000 ,8800.000000 ,19600.000000 ,800.000000 ,4.120000 ,10.000000 ,16.600000 ,NaN
2012,11,14,16:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,0.240000 ,30.340000 ,30.030000 ,30.660000 ,250.000000 ,NaN,0.018307 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.820000 ,NaN,NaN,1350.000000 ,17.680000 ,NaN,12.600000 ,NaN
2012,11,14,18:20:00,36.603686,-121.889271,0.0,Monterey Wharf,100.000000 ,0.000000 ,NaN,18.280000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1538.000000 ,529.000000 ,175677.000000 ,NaN,NaN,13.100000 ,NaN
2012,11,15,18:56:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.610000 ,1.570000 ,1.640000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.600000 ,0.650000 ,0.540000 ,NaN,NaN,NaN,NaN,NaN,NaN,16.800000 ,NaN
2012,11,16,15:15:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,2.70 ,2.79 ,2.62 ,2.96 ,200 ,0.0000 ,NaN,1067 ,13.67 ,0.39 ,1601.0000 ,534.0000 ,1.41 ,1.42 ,1.40 ,1.42 ,0.0000 ,0.0000 ,2135.0000 ,11.40 ,25 ,13.0 ,NaN
2012,11,19,15:55:00,33.6061,-117.9311,0.0,Newport Pier,2600.000000 ,0.000000 ,0.790000 ,0.400000 ,0.390000 ,0.410000 ,200.000000 ,2600.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.360000 ,5200.000000 ,85795.000000 ,10399.000000 ,2.040000 ,25.000000 ,15.500000 ,NaN
2012,11,19,17:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,2.297000 ,0.630000 ,0.630000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,0.490000 ,0.135000 ,NaN,NaN,1.000000 ,1.000000 ,NaN,0.390000 ,0.000000 ,6265.000000 ,10210.000000 ,2.663000 ,50.000000 ,15.000000 ,NaN
2012,11,19,18:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.618920 ,2.100000 ,2.100000 ,NaN,200.000000 ,0.000000 ,NaN,21692.000000 ,0.549278 ,0.006748 ,1496.000000 ,2244.000000 ,NaN,NaN,NaN,0.507457 ,10098.000000 ,2618.000000 ,748.000000 ,4.162500 ,NaN,16.000000 ,250.0000 
2012,11,19,19:30:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.340000 ,0.910000 ,0.920000 ,0.890000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.400000 ,0.040000 ,NaN,NaN,0.340000 ,0.330000 ,0.350000 ,0.370000 ,2400.000000 ,6800.000000 ,0.000000 ,3.770000 ,10.000000 ,17.000000 ,NaN
2012,11,21,16:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,3.760000 ,6.570000 ,6.960000 ,6.180000 ,250.000000 ,1000.000000 ,0.064967 ,NaN,0.780000 ,NaN,NaN,NaN,NaN,NaN,NaN,1.220000 ,NaN,NaN,3850.000000 ,10.440000 ,NaN,14.100000 ,NaN
2012,11,21,17:00:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,2.610000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,371.000000 ,0.000000 ,28924.000000 ,NaN,NaN,15.150000 ,NaN
2012,11,21,18:35:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,NaN,1.900000 ,1.910000 ,1.880000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.900000 ,0.880000 ,0.920000 ,NaN,NaN,NaN,NaN,NaN,NaN,16.500000 ,NaN
2012,11,26,16:35:00,33.6061,-117.9311,0.0,Newport Pier,NaN,NaN,0.660000 ,0.640000 ,0.570000 ,0.710000 ,200.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.270000 ,NaN,NaN,NaN,1.860000 ,25.000000 ,16.500000 ,NaN
