"Project: Harmful Algal Blooms"
"Calibrated: No"
"Requested start: 2008-06-30 15:00:00"
"Requested end: 2018-06-02 23:33:00"
"Request time: Sat,  2 Jun 2018 23:34:12 +0000"
"Other Notes: All times provided in UTC"

year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2009,04,30,22:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,138616.0000 ,3199.0000 ,NaN,NaN,NaN,NaN,0.0000 ,0.0000 ,5331.0000 ,NaN,25 ,10.5 ,NaN
2009,05,04,15:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.320000 ,3.820000 ,3.780000 ,3.850000 ,200.000000 ,606.000000 ,0.051000 ,0.000000 ,0.300000 ,0.040000 ,NaN,NaN,0.670000 ,0.680000 ,0.660000 ,0.170000 ,11818.000000 ,30909.000000 ,2121.000000 ,2.300000 ,10.000000 ,17.700000 ,NaN
2009,05,04,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,9.423000 ,3.780000 ,3.780000 ,NaN,200.000000 ,140.000000 ,0.220000 ,0.000000 ,0.880000 ,0.136000 ,NaN,NaN,2.510000 ,2.510000 ,NaN,0.481000 ,4800.000000 ,0.000000 ,5300.000000 ,0.723000 ,50.000000 ,15.200000 ,NaN
2009,05,04,16:15:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,26.380600 ,2.976210 ,2.976210 ,NaN,200.000000 ,0.000000 ,2.640000 ,0.000000 ,7.980170 ,0.218169 ,NaN,NaN,4.196650 ,4.196650 ,NaN,1.273620 ,140.000000 ,0.000000 ,98200.000000 ,8.763140 ,50.000000 ,13.400000 ,NaN
2009,05,04,19:50:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,32.73 ,4.75 ,4.65 ,4.85 ,100 ,0.0000 ,0.12 ,0 ,2.67 ,0.49 ,835961.0000 ,0.0000 ,8.19 ,7.76 ,8.62 ,0.80 ,0.0000 ,0.0000 ,8530.0000 ,32.39 ,25 ,10.9 ,NaN
2009,05,05,16:15:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.580000 ,7.650000 ,4.150000 ,11.150000 ,200.000000 ,0.000000 ,0.250000 ,0.000000 ,0.910000 ,NaN,NaN,NaN,7.240000 ,9.550000 ,4.930000 ,0.230000 ,5200.000000 ,10399.000000 ,51997.000000 ,NaN,25.000000 ,16.500000 ,NaN
2009,05,05,17:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,4.150000 ,2.510000 ,2.510000 ,NaN,200.000000 ,0.000000 ,1.320000 ,0.000000 ,0.420000 ,0.270000 ,6098740.000000 ,28499.000000 ,NaN,NaN,NaN,0.480000 ,49873.000000 ,149619.000000 ,0.000000 ,0.790000 ,NaN,18.200000 ,500.0000 
2009,05,07,16:00:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.440000 ,1.940000 ,1.910000 ,1.970000 ,NaN,NaN,NaN,NaN,0.210000 ,0.050000 ,NaN,NaN,0.470000 ,0.460000 ,0.470000 ,0.070000 ,NaN,NaN,NaN,2.100000 ,NaN,18.600000 ,NaN
2009,05,07,22:25:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,1684720.0000 ,8530.0000 ,NaN,NaN,NaN,NaN,0.0000 ,14928.0000 ,0.0000 ,NaN,25 ,11.3 ,NaN
2009,05,11,15:15:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.190000 ,4.450000 ,4.500000 ,4.390000 ,200.000000 ,0.000000 ,0.050000 ,0.000000 ,0.170000 ,0.020000 ,NaN,NaN,0.900000 ,0.840000 ,0.960000 ,0.070000 ,37576.000000 ,55152.000000 ,0.000000 ,1.600000 ,10.000000 ,18.900000 ,NaN
2009,05,11,15:28:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,3.290000 ,4.810000 ,4.280000 ,5.340000 ,200.000000 ,0.000000 ,0.060000 ,0.000000 ,0.620000 ,NaN,NaN,NaN,3.250000 ,3.330000 ,3.180000 ,0.170000 ,5200.000000 ,0.000000 ,0.000000 ,NaN,25.000000 ,18.000000 ,NaN
2009,05,11,15:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,6.822000 ,2.580000 ,2.580000 ,NaN,200.000000 ,400.000000 ,0.180000 ,0.000000 ,1.622000 ,0.121000 ,NaN,NaN,1.480000 ,1.480000 ,NaN,0.509000 ,2100.000000 ,0.000000 ,12500.000000 ,1.271000 ,50.000000 ,15.200000 ,NaN
2009,05,11,16:00:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,5.276320 ,4.286920 ,4.286920 ,NaN,200.000000 ,100.000000 ,0.720000 ,0.000000 ,1.766770 ,0.155094 ,NaN,NaN,2.501110 ,2.501110 ,NaN,0.381170 ,900.000000 ,600.000000 ,29900.000000 ,0.521643 ,50.000000 ,14.200000 ,NaN
2009,05,11,19:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,0.09 ,5.33 ,5.23 ,5.43 ,100 ,0.0000 ,NaN,0 ,2.99 ,0.26 ,970312.0000 ,6398.0000 ,5.68 ,5.27 ,6.10 ,0.59 ,0.0000 ,0.0000 ,0.0000 ,45.15 ,25 ,12.4 ,NaN
2009,05,12,17:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.830000 ,2.410000 ,2.410000 ,NaN,200.000000 ,187.000000 ,0.280000 ,0.000000 ,0.250000 ,0.290000 ,120802.000000 ,0.000000 ,NaN,NaN,NaN,0.420000 ,1870.000000 ,0.000000 ,0.000000 ,0.550000 ,NaN,17.700000 ,500.0000 
2009,05,14,15:35:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.180000 ,3.180000 ,3.260000 ,3.100000 ,NaN,NaN,NaN,NaN,0.130000 ,0.030000 ,NaN,NaN,0.930000 ,0.850000 ,1.010000 ,0.040000 ,NaN,NaN,NaN,1.700000 ,NaN,18.700000 ,NaN
2009,05,14,21:35:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,1703910.0000 ,14928.0000 ,NaN,NaN,NaN,NaN,0.0000 ,0.0000 ,2133.0000 ,NaN,25 ,11.0 ,NaN
2009,05,18,14:53:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.460000 ,4.370000 ,3.970000 ,4.760000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.610000 ,NaN,NaN,NaN,2.920000 ,2.480000 ,3.370000 ,0.170000 ,20799.000000 ,0.000000 ,0.000000 ,NaN,25.000000 ,20.000000 ,NaN
2009,05,18,15:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.170000 ,2.880000 ,2.940000 ,2.810000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.120000 ,0.020000 ,NaN,NaN,0.960000 ,0.880000 ,1.040000 ,0.030000 ,22121.000000 ,73939.000000 ,0.000000 ,1.500000 ,10.000000 ,19.300000 ,NaN
2009,05,18,15:20:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.957000 ,4.800000 ,4.800000 ,NaN,200.000000 ,0.000000 ,0.380000 ,0.000000 ,0.416000 ,0.295000 ,NaN,NaN,3.900000 ,3.900000 ,NaN,1.248000 ,11600.000000 ,87100.000000 ,6900.000000 ,1.641000 ,50.000000 ,16.000000 ,NaN
2009,05,18,16:00:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,1.417950 ,4.690970 ,4.690970 ,NaN,200.000000 ,0.000000 ,0.250000 ,0.000000 ,0.501845 ,0.135431 ,NaN,NaN,3.390520 ,3.390520 ,NaN,0.370946 ,11700.000000 ,95700.000000 ,6300.000000 ,0.067957 ,50.000000 ,15.900000 ,NaN
2009,05,18,19:35:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,9.17 ,6.53 ,6.59 ,6.47 ,125 ,0.0000 ,0.30 ,0 ,3.63 ,0.39 ,816768.0000 ,4265.0000 ,6.98 ,7.17 ,6.79 ,0.49 ,0.0000 ,8530.0000 ,0.0000 ,29.95 ,25 ,11.3 ,NaN
2009,05,19,17:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.340000 ,1.500000 ,1.500000 ,NaN,200.000000 ,0.000000 ,NaN,0.000000 ,0.060000 ,0.150000 ,58905.000000 ,0.000000 ,NaN,NaN,NaN,0.240000 ,4301.000000 ,0.000000 ,0.000000 ,0.460000 ,NaN,18.500000 ,500.0000 
2009,05,21,15:45:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,1.470000 ,1.870000 ,1.840000 ,1.890000 ,NaN,NaN,NaN,NaN,0.260000 ,0.030000 ,NaN,NaN,0.630000 ,0.600000 ,0.650000 ,0.150000 ,NaN,NaN,NaN,1.900000 ,NaN,19.000000 ,NaN
2009,05,21,22:25:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,1091870.0000 ,6398.0000 ,NaN,NaN,NaN,NaN,0.0000 ,0.0000 ,25591.0000 ,NaN,25 ,14.0 ,NaN
2009,05,25,15:15:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,5.446000 ,3.690000 ,3.690000 ,NaN,200.000000 ,80.000000 ,0.000000 ,0.000000 ,2.400000 ,0.275000 ,NaN,NaN,0.900000 ,0.900000 ,NaN,0.786000 ,3600.000000 ,449200.000000 ,2400.000000 ,5.399000 ,50.000000 ,14.200000 ,NaN
2009,05,25,15:45:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,3.632670 ,3.794170 ,3.794170 ,NaN,200.000000 ,100.000000 ,0.079000 ,0.000000 ,2.149340 ,0.211962 ,NaN,NaN,2.437990 ,2.437990 ,NaN,0.682670 ,3100.000000 ,555400.000000 ,600.000000 ,3.475770 ,50.000000 ,14.200000 ,NaN
2009,05,25,16:11:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.320000 ,1.060000 ,1.070000 ,1.050000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.100000 ,0.000000 ,NaN,NaN,0.390000 ,0.410000 ,0.370000 ,0.100000 ,4545.000000 ,11212.000000 ,0.000000 ,2.300000 ,10.000000 ,20.200000 ,NaN
2009,05,25,17:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,1.670000 ,2.000000 ,2.000000 ,NaN,200.000000 ,0.000000 ,NaN,0.000000 ,0.660000 ,0.180000 ,5610.000000 ,0.000000 ,NaN,NaN,NaN,0.330000 ,748.000000 ,0.000000 ,0.000000 ,2.060000 ,NaN,18.000000 ,500.0000 
2009,05,25,20:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,2.16 ,2.73 ,2.80 ,2.65 ,200 ,0.0000 ,0.26 ,0 ,2.91 ,0.24 ,479824.0000 ,4265.0000 ,2.02 ,2.04 ,2.00 ,0.94 ,0.0000 ,0.0000 ,0.0000 ,44.89 ,25 ,NaN,NaN
2009,05,28,14:45:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,2.960000 ,5.960000 ,5.550000 ,6.370000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.820000 ,0.110000 ,NaN,NaN,1.110000 ,0.960000 ,1.270000 ,0.440000 ,15599.000000 ,0.000000 ,0.000000 ,3.910000 ,25.000000 ,NaN,NaN
2009,05,28,23:10:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,40519.0000 ,1066.0000 ,NaN,NaN,NaN,NaN,0.0000 ,0.0000 ,0.0000 ,NaN,25 ,13.5 ,NaN
2009,05,29,15:30:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.540000 ,1.430000 ,1.430000 ,1.430000 ,NaN,NaN,NaN,NaN,0.170000 ,0.010000 ,NaN,NaN,0.790000 ,0.790000 ,0.790000 ,0.100000 ,NaN,NaN,NaN,2.200000 ,NaN,19.400000 ,NaN
2009,06,01,15:15:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.660000 ,1.860000 ,1.840000 ,1.880000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.290000 ,0.020000 ,NaN,NaN,0.880000 ,0.880000 ,0.880000 ,0.130000 ,10606.000000 ,6364.000000 ,606.000000 ,3.100000 ,10.000000 ,19.000000 ,NaN
2009,06,01,15:30:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,9.243000 ,1.840000 ,1.840000 ,NaN,200.000000 ,60.000000 ,0.042000 ,0.000000 ,4.213000 ,0.419000 ,NaN,NaN,1.830000 ,1.830000 ,NaN,1.367000 ,200.000000 ,47100.000000 ,2800.000000 ,11.433000 ,50.000000 ,14.600000 ,NaN
2009,06,01,16:00:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,2.353780 ,2.217370 ,2.217370 ,NaN,200.000000 ,60.000000 ,0.000000 ,0.000000 ,0.594541 ,0.334207 ,NaN,NaN,1.267500 ,1.267500 ,NaN,0.781352 ,100.000000 ,31900.000000 ,0.000000 ,5.991570 ,50.000000 ,14.600000 ,NaN
2009,06,01,18:05:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,25.21 ,1.59 ,1.62 ,1.57 ,200 ,0.0000 ,NaN,0 ,9.27 ,0.66 ,66109.0000 ,4265.0000 ,0.69 ,0.68 ,0.69 ,1.58 ,0.0000 ,0.0000 ,0.0000 ,35.63 ,25 ,12.9 ,NaN
2009,06,02,15:20:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,2.010000 ,4.170000 ,3.990000 ,4.360000 ,200.000000 ,0.000000 ,0.040000 ,0.000000 ,1.860000 ,0.170000 ,NaN,NaN,1.160000 ,1.170000 ,1.150000 ,0.420000 ,46797.000000 ,10399.000000 ,0.000000 ,6.080000 ,25.000000 ,17.000000 ,NaN
2009,06,02,17:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,2.930000 ,1.200000 ,1.200000 ,NaN,200.000000 ,0.000000 ,0.080000 ,0.000000 ,3.280000 ,0.210000 ,9350.000000 ,0.000000 ,NaN,NaN,NaN,0.620000 ,2805.000000 ,0.000000 ,0.000000 ,5.690000 ,NaN,18.000000 ,500.0000 
2009,06,04,15:10:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.310000 ,1.340000 ,1.340000 ,1.340000 ,NaN,NaN,NaN,NaN,0.080000 ,0.000000 ,NaN,NaN,0.570000 ,0.570000 ,0.570000 ,0.090000 ,NaN,NaN,NaN,3.100000 ,NaN,19.500000 ,NaN
2009,06,04,22:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,2133.0000 ,NaN,0 ,NaN,NaN,1816940.0000 ,4265.0000 ,NaN,NaN,NaN,NaN,0.0000 ,0.0000 ,0.0000 ,NaN,25 ,15.5 ,NaN
2009,06,08,15:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,1.260000 ,1.800000 ,1.790000 ,1.810000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.990000 ,0.040000 ,NaN,NaN,0.680000 ,0.650000 ,0.700000 ,0.260000 ,1818.000000 ,351818.000000 ,16364.000000 ,5.700000 ,10.000000 ,19.500000 ,NaN
2009,06,08,15:44:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,2.580000 ,4.270000 ,4.020000 ,4.520000 ,200.000000 ,0.000000 ,0.080000 ,0.000000 ,3.120000 ,0.120000 ,NaN,NaN,1.400000 ,1.480000 ,1.310000 ,0.350000 ,15599.000000 ,41598.000000 ,62396.000000 ,5.430000 ,25.000000 ,16.500000 ,NaN
2009,06,08,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,0.911000 ,4.310000 ,4.310000 ,NaN,200.000000 ,400.000000 ,0.000000 ,0.000000 ,0.090000 ,0.194000 ,NaN,NaN,1.370000 ,1.370000 ,NaN,0.510000 ,23100.000000 ,25100.000000 ,600.000000 ,4.890000 ,50.000000 ,16.500000 ,NaN
2009,06,08,16:15:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,1.307630 ,4.759960 ,4.759960 ,NaN,200.000000 ,300.000000 ,0.000000 ,0.000000 ,0.444595 ,0.182345 ,NaN,NaN,2.263240 ,2.263240 ,NaN,0.709017 ,2600.000000 ,40600.000000 ,0.000000 ,3.675960 ,50.000000 ,16.500000 ,NaN
2009,06,08,17:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,1.660000 ,3.010000 ,3.010000 ,NaN,200.000000 ,187.000000 ,0.260000 ,0.000000 ,0.710000 ,0.250000 ,32164.000000 ,374.000000 ,NaN,NaN,NaN,0.490000 ,3927.000000 ,0.000000 ,748.000000 ,3.090000 ,NaN,19.000000 ,500.0000 
2009,06,08,21:50:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,2133.0000 ,0.73 ,7.05 ,6.98 ,7.13 ,110 ,0.0000 ,0.16 ,0 ,2.27 ,0.13 ,1448000.0000 ,8530.0000 ,3.20 ,2.85 ,3.55 ,0.44 ,6398.0000 ,0.0000 ,0.0000 ,60.24 ,25 ,16.2 ,NaN
2009,06,11,15:30:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.550000 ,1.410000 ,1.440000 ,1.380000 ,NaN,NaN,NaN,NaN,0.110000 ,0.000000 ,NaN,NaN,0.460000 ,0.440000 ,0.480000 ,0.230000 ,NaN,NaN,NaN,7.100000 ,NaN,18.200000 ,NaN
2009,06,11,21:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,571524.0000 ,6398.0000 ,NaN,NaN,NaN,NaN,0.0000 ,14928.0000 ,0.0000 ,NaN,25 ,13.5 ,NaN
2009,06,15,15:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.220000 ,0.910000 ,0.910000 ,0.900000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.110000 ,0.020000 ,NaN,NaN,0.200000 ,0.170000 ,0.220000 ,0.250000 ,0.000000 ,23636.000000 ,0.000000 ,6.900000 ,10.000000 ,19.900000 ,NaN
2009,06,15,15:38:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.560000 ,2.230000 ,1.970000 ,2.480000 ,200.000000 ,0.000000 ,0.040000 ,5200.000000 ,1.180000 ,0.220000 ,NaN,NaN,1.210000 ,1.240000 ,1.170000 ,0.390000 ,0.000000 ,20799.000000 ,0.000000 ,4.360000 ,25.000000 ,17.000000 ,NaN
2009,06,15,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.290000 ,NaN,2.850000 ,NaN,200.000000 ,300.000000 ,0.130000 ,0.000000 ,0.260000 ,0.050000 ,NaN,NaN,NaN,0.730000 ,NaN,0.330000 ,9000.000000 ,99400.000000 ,0.000000 ,4.990000 ,50.000000 ,17.000000 ,NaN
2009,06,15,16:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.290000 ,2.500000 ,2.500000 ,NaN,200.000000 ,300.000000 ,0.130000 ,0.000000 ,0.313000 ,0.052000 ,NaN,NaN,0.730000 ,0.730000 ,NaN,0.330000 ,9000.000000 ,99400.000000 ,0.000000 ,4.990000 ,50.000000 ,16.400000 ,NaN
2009,06,15,16:15:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,1.762140 ,4.704110 ,4.704110 ,NaN,200.000000 ,500.000000 ,0.140000 ,0.000000 ,0.299280 ,0.149955 ,NaN,NaN,1.296430 ,1.296430 ,NaN,0.523780 ,40200.000000 ,55000.000000 ,0.000000 ,5.929180 ,50.000000 ,17.000000 ,NaN
2009,06,15,21:08:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,0.15 ,18.84 ,21.09 ,16.60 ,150 ,2133.0000 ,NaN,0 ,2.01 ,0.28 ,3047420.0000 ,4265.0000 ,4.74 ,4.44 ,5.03 ,0.52 ,4265.0000 ,8530.0000 ,0.0000 ,44.71 ,25 ,14.0 ,NaN
2009,06,16,17:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,8.730000 ,1.500000 ,1.500000 ,NaN,200.000000 ,0.000000 ,0.410000 ,0.000000 ,0.570000 ,0.140000 ,43945.000000 ,935.000000 ,NaN,NaN,NaN,0.330000 ,3179.000000 ,1683.000000 ,3927.000000 ,1.860000 ,NaN,21.000000 ,500.0000 
2009,06,18,17:51:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.490000 ,1.670000 ,1.670000 ,1.660000 ,NaN,NaN,NaN,NaN,0.210000 ,0.030000 ,NaN,NaN,0.510000 ,0.510000 ,0.510000 ,0.240000 ,NaN,NaN,NaN,7.000000 ,NaN,20.700000 ,NaN
2009,06,18,22:50:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,2889610.0000 ,0.0000 ,NaN,NaN,NaN,NaN,0.0000 ,70374.0000 ,0.0000 ,NaN,25 ,13.7 ,NaN
2009,06,22,15:10:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.300000 ,NaN,3.160000 ,NaN,200.000000 ,0.000000 ,1.500000 ,0.000000 ,0.370000 ,0.140000 ,NaN,NaN,NaN,0.890000 ,NaN,0.430000 ,23800.000000 ,399200.000000 ,0.000000 ,4.020000 ,50.000000 ,13.000000 ,NaN
2009,06,22,15:14:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,303.000000 ,0.110000 ,1.260000 ,1.270000 ,1.240000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.110000 ,0.020000 ,NaN,NaN,0.580000 ,0.580000 ,0.570000 ,0.260000 ,606.000000 ,14545.000000 ,0.000000 ,6.100000 ,10.000000 ,20.600000 ,NaN
2009,06,22,15:21:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.790000 ,2.370000 ,2.400000 ,2.330000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.630000 ,NaN,NaN,NaN,1.240000 ,1.260000 ,1.210000 ,0.390000 ,0.000000 ,20799.000000 ,0.000000 ,4.880000 ,25.000000 ,19.500000 ,NaN
2009,06,22,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,1.303000 ,NaN,NaN,NaN,200.000000 ,0.000000 ,1.500000 ,0.000000 ,0.367000 ,0.141000 ,NaN,NaN,0.890000 ,0.890000 ,NaN,0.425000 ,23800.000000 ,399200.000000 ,0.000000 ,4.024000 ,50.000000 ,16.500000 ,NaN
2009,06,22,15:45:00,34.4161076,-119.8287494,0.0,Goleta Pier,0.000000 ,0.000000 ,2.900650 ,3.774460 ,3.774460 ,NaN,200.000000 ,0.000000 ,0.220000 ,0.000000 ,1.554610 ,0.433359 ,NaN,NaN,2.521830 ,2.521830 ,NaN,1.155400 ,2500.000000 ,261700.000000 ,0.000000 ,8.134190 ,50.000000 ,13.500000 ,NaN
2009,06,22,15:45:00,34.408,-119.685,0.0,Stearns Wharf,NaN,NaN,NaN,2.730000 ,2.730000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,06,22,19:20:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,2.08 ,5.65 ,5.77 ,5.53 ,200 ,0.0000 ,NaN,0 ,5.94 ,0.52 ,1117460.0000 ,6398.0000 ,2.04 ,2.17 ,1.92 ,1.03 ,0.0000 ,14928.0000 ,0.0000 ,48.14 ,25 ,12.6 ,NaN
2009,06,23,17:30:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,3.040000 ,2.000000 ,2.000000 ,NaN,200.000000 ,0.000000 ,NaN,0.000000 ,0.570000 ,0.200000 ,48433.000000 ,1309.000000 ,NaN,NaN,NaN,0.380000 ,6358.000000 ,0.000000 ,3927.000000 ,2.080000 ,NaN,21.000000 ,500.0000 
2009,06,25,17:35:00,32.867,-117.257,0.0,Scripps Pier,NaN,NaN,0.140000 ,1.310000 ,1.280000 ,1.330000 ,NaN,NaN,NaN,NaN,0.150000 ,0.020000 ,NaN,NaN,0.450000 ,0.450000 ,0.440000 ,0.230000 ,NaN,NaN,NaN,5.500000 ,NaN,21.300000 ,NaN
2009,06,25,19:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,0.0000 ,NaN,NaN,NaN,NaN,NaN,0.0000 ,NaN,0 ,NaN,NaN,458499.0000 ,12795.0000 ,NaN,NaN,NaN,NaN,0.0000 ,19193.0000 ,0.0000 ,NaN,25 ,13.3 ,NaN
2009,06,29,14:50:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.720000 ,14.970000 ,15.780000 ,14.170000 ,200.000000 ,5200.000000 ,NaN,10399.000000 ,0.940000 ,0.130000 ,NaN,NaN,-3.520000 ,-4.020000 ,-3.030000 ,0.500000 ,31198.000000 ,10399.000000 ,0.000000 ,6.110000 ,25.000000 ,17.500000 ,NaN
2009,06,29,15:10:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,0.130000 ,1.880000 ,1.840000 ,1.920000 ,200.000000 ,0.000000 ,NaN,606.000000 ,0.080000 ,0.010000 ,NaN,NaN,0.630000 ,0.590000 ,0.670000 ,0.290000 ,1818.000000 ,5455.000000 ,0.000000 ,4.900000 ,10.000000 ,20.300000 ,NaN
2009,06,29,15:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,4.100000 ,5.180000 ,5.180000 ,NaN,200.000000 ,0.000000 ,0.057000 ,0.000000 ,1.369000 ,0.347000 ,NaN,NaN,1.490000 ,1.490000 ,NaN,0.991000 ,2000.000000 ,190000.000000 ,0.000000 ,9.136000 ,50.000000 ,16.500000 ,NaN
